word,translation,pronunciation
interest,اهتمام,'e+htime+e+mon
joke,مزحة,mozhhaton
juice,عصير,g+as+iiron
knowledge,معرفة,mag+rife+ton
language,لغة,luk+aton
letter,حرف,harfon
life,حياة,hhaye+e+ton
light,ضوء,c+~aw'on
limit,حد,hhad(o)n
list,قائمة,k+a'ime+ton
love,حب,hob(o)n
marriage,زواج,ze+we+e+jon
mass,كتلة,kotle+ton
material,مواد,me+we+e+don
memory,ذكرى,c+e+kraa
memory,ذاكرة,c+e+kiraton
mind,عقل,g+ak+lon
minute,دقيقة,de+kiikaton
model,طراز,t~iraazon
money,مال,me+e+lon
monk,راهب,Raahibon
month,شهر,xe+hron
moon,قمر,k+ame+ron
motivation,تحفيز,tahhfiizon
mud,طين,t~iinon
narrow,ضيق,c+~ay(i)k+on
nature,طبيعة,t~abiig+aton
necessity,ضرورة,c+~aruraton
need,حاجة,hhaaje+ton
nest,عش,g+ox(o)n
neurotransmitter,ناقل العصبي,ne+e+k+ilon g+asabiy(o)n
night,ليل,lelon
northern,شمالي,xe+me+lon
southern,جنوبي,je+nubon
eastern,شرق,xark+on
western,غربي,k+arbiy(o)n
number,رقم,rak+mon
overcome,تغلّب,te+k+al(e+)be+
part/piece,قطعة,k+it~g+aton
particle,جسيم,je+siimon
past,ماضي,mac+~ii
path,مسار,masaaron
pause,توقّف,te+we+k(u)fon
pebble,نقاط,nik+aat~on
pile/stack,كومة,kume+ton
place,مكان,me+ke+non
potential,إمكانيّة,'e+mke+niye+ton
power,قوّة,k+uw(e+)ton
practice,ممارسة,mume+rase+ton
present,حاضر,hhac+~iron
probability,احتمال,ihhtime+lon
process,عمليّة,g+ame+liy(e+)ton
program,برنامج,barne+mijon
pronunciation,نطق,not~k+on
question,سؤال,su'e+e+lon
quiet,هدوء,huduu'on
reason,مبرّر,mube+r(i)ron
logic,منطق,mant~ik+on
reduce,تقليل,tak+liilon
reflection,انعكاس,ing+ike+son
room,غرفة,k+orfe+ton
second,ثانيًا,ce+e+niye+n
shade,ظل,c+~il(o)n
step,خطوة,h+ot~we+ton
still,ما زال,me+e+ze+e+le+
story,قصة,k+is+(a)ton
sword,سيف,sefon
system,نظام,nic+~aamon
talk,حديث,hhadicon
thing,شيء,xe'on
traffic,حركة المرور,hhe+raketu 'e+l mururi
noise,ضوضاء,c+~awc+~aa'on
cricket,صرصار,s+ars+aaron
value,قيمة,k+iime+ton
voice,صوت,s+awton
wall,جدار,jidaaron
will,سأفعل,se+'e+fg+alu
win,ربح,ri+bhhon
faith,إيمان,iime+non
courage,شجاعة,xe+je+g+aton
humility,تواضع,te+we+c+~ug+on
compassion,تعاطف,te+g+atufon
wonder,عجب,g+aje+bon
wood,خشب,h+axe+bon
wool,صوف,s+ufon
word,كلمة,ke+limaton
worth,يستحق,ye+ste+hhi(k+)o+
year,السنة,e+l(s)e+nato+
rhythm,إيقاع,iik+aag+on
beat,إيقاع,iik+aag+on
adventure,مغامرة,muk+amara
context,سياق,siye+k+on
cave,كهف,kahfon
universe,كون,kawnon
mushroom,فطر,fit~ron
god,الله,a+(l)ah
creation,إنشاء,e+nxe+e+'
matter,مادة,me+e+dhe+ton
chaos,فوضى,fawc+~a
Monday,الاثنان,e+lic+ne+e+ni
Tuesday,الثلاثاء,e+lc+o+le+c+e+e+'
Wednesday,الأربعاء,e+l'arbig+a
Thursday,الخميس,e+lh+amiis
Friday,الجمعة,e+ljo+mo+g+a
Saturday,السبت,e+lsabt
Sunday,الأحد,e+l'e+hhad
January,يناير,ye+ne+yir
February,فبراير,fibrayir
March,مارس,maaris
April,أبريل,april
May,مايو,mayo
June,يونيو,yo+nyo+
July,يوليو,yo+lyo+
August,أغسطس,e+k+ostos
September,سبتمبر,sibtambar
October,أكتوبر,okto+o+bar
November,نوفمبر,no+o+vambar
December,ديسمبر,diisambar
peace,سلام,se+le+e+m
forgiveness,مسامحة,mouse+me+hha
thank you,شكرًا لك,xokhran le+ke+
you're welcome,على الرحب والسعة,g+ala 'aRRohhbi wa 'asig+a
please,من فضلك,men fac+~lik
sorry,عذرًا,g+oc+ran
one,واحد,we+h+idon
two,اثنان,icne+ni
three,ثلاثة,ce+le+e+ce+ton
four,أربعة,arbag+aton
five,خمسة,h+amse+ton
six,ستة,se+(t)aton
seven,سبعة,sabg+aton
eight,ثمانية,ce+me+e+nie+ton
nine,تسعة,tisg+aton
ten,عشرة,g+a+xara
eleven,أحد عشر,ihhde+ g+a+xar
twelve,اثنا عشر,ithne+e+ g+a+xar
