word,translation,pronunciation
shine,දිලිසෙනවා,d(i)lisa+nu+vaa
shop,සාප්පු යනවා,saap(u+) yu+nu+vaa
sleep,නිදා ගන්නවා,nidaa g(u+)n+uvaa
smell,ආඝ්,aagraan(u+)yu+ ku+ru+nu+vaa
study,ඉගෙන ගන්නවා,iga+n(u+) gu+n+u+vaa
taste,රස බලනවා,r(u+)su+ bu+lu+nu+vaa
test,අත්හදා බලනවා,ach(u+)daa bu+lunu+vaa
combine,එක් කරනවා,a+k k(u+)ru+nu+vaa
evolve,පරිණාම වෙනවා,p(u+)rinaamu+ va+nu+vaa
align,ගලපනවා,g(u+)lu+pu+nu+vaa
produce,නිපදවනවා,nip(u+)du+vu+nu+vaa
consume,පරිභෝජනය කරනවා,p(u+)ribooju+nu+yu+ kurunuvaa
throw,වීසි කරනවා,vees(i) ku+ru+nu+vaa
mirror,අනුගමනය කරනවා,u+n(u+)gu+mu+nu+yu+ ku+ru+nu+vaa
snore,නින්දෙන් ගොරවනවා,ninda+n g(o)ru+vu+nu+vaa
boyfriend,පෙම්වතා,pa+mvu+nu+vaa
girlfriend,පෙම්වතිය,pa+mv(u+)ciyu+
husband,සැමියා,sa+miyaa
wife,බිරිය,b(i)riyu+
mom,අම්මා,u+m+aa
dad,තාත්තා,caacaa
mother,මව,m(u+)vu+
father,පියා,p(i)yaa
aunt,නැන්දා,na+ndaa
author,ලේඛකයා,la+k(u+)nu+yu+
baby,බබා,bu+baa
adult,වැඩිහිටියා,va+d(i)kitiyaa
brother,සහෝදරයා,su+kood(u+)ru+yaa
parent,දෙමාපියන්,da+maap(i)yu+n
child,දරුවා,d(u+)ru+vaa
cousin,නෑයා,ne+yaa
niece,ලේලි,le+l(i)
nephew,බෑනා,be+naa
elder,වැඩිමලා,va+dim(u+)laa
male,පුරුෂ,p(u+)ru+xu+
female,ගෑණු,ge+nu+
man,පිරිමියා,p(i)rimiyu+
woman,ගැහැනිය,ga+ha+niy(u+)
air,වාතය,vaacu+y(u+)
animal,සත්වයා,s(u+)cvu+yaa
ant,කූඹියා,kumb(i)yaa
arm,අත,u+c(u+)
aromatics,සුවඳ,s(u+)vu+ndu+
ash,අළු,(u+)l+u
asteroid/comet,ග්,gr(u+)hu+ku+yu+
atom,අණුව,(u+)n+u+vu+
beach,වෙරළ,va+r(u+)lu+
beak,හොට,hot(u+)
bear,වලහා,v(u+)lu+kaa
beard,රැවුල,ra+l(u+)vu+
beast,මෘගයා,mr(u+)gu+yaa
bee,බඹරා,b(u+)bu+raa
belly,උදරය,u(u+)du+ru+yu+
wind,සුළඟ,s(u+)lu+gu+
wing,තටුව,c(u+)tu+vu+
womb,ගැබ,ga+b(u+)
berry,දං,d(u+)ng
bird,කුරුල්ලා,k(u+)ru+l+aa
squirrel,ලේනා,le+naa
snail,ගොළුබෙල්ලා,g(o)lu+ba+l+aa
mind,මනස,m(u+)nu+su+
soul,ආත්මය,aacm(u+)yu+
body,වස්තුව,v(u+)scu+vu+
gut,බඩවැල,b(u+)du+va+lu+
brain,මොළය,mol(u+)yu+
bone,අස්ථිය,(u+)steeyu+
blood,රුධිරය,ra+d(i)ru+yu+
bug,මකුණා,m(u+)ku+naa
worm,කීටයා,keet(u+)yaa
butterfly,සමනලයා,s(u+)mu+nu+lu+yaa
wolf,වෘකයා,vr(u+)ku+yaa
breeze,පවන,p(u+)vu+nu+
cat,පූසා,pusaa
cell,සෛලය,sa+il(u+)yu
chemical,රසායන ද්,r(u+)saanu+yu+ dru+vyu+
cliff,ප්,pr(u+)paacu+yu+
cloud,වලාකුළ,v(u+)laaku+lu+
coyote,සිවලා,s(i)vu+laa
crow,කපුටා,ku+p(u+)taa
deer/elk/moose,මුවා,m(u+)vaa
desert,කාන්තාරය,kaancaar(u+)ya
dirt,කසළ,k(u+)su+lu+
shadow,සේයාව,se+yaav(u+)
darkness,අන්ධකාරය,(u+)mdu+kaaru+yu+
dawn,අලුයම,u+l(u+)yu+mu+
day,දවස,d(u+)vu+su+
daytime,දිවා,d(i)vaa
daydream,දවල් සිහිනය,d(u+)vu+l sikinu+yu+
dog,සුනඛයා,s(u+)nu+kuyaa
dove,පරවියා,p(u+)ru+viyaa
dusk,සන්ධ්,s(u+)ndyaavu+
eagle/hawk,රාජාලියා,raajaal(i)yu+
owl,බකමූණා,b(u+)ku+munaa
ear,කන,ku+n(u+)
earth,පෘථිවිය,pr(u+)teeviyu+
egg,ඩිම්බය,d(i)mbu+yu+
seed,බීජය,beej(u+)yu+
tadpole,ඉස්ගෙඩියා,isga+d(i)yaa
plant,පැලය,pa+l(u+)yu+
tree,ගස,g(u+)su+
bush,පඳුර,p(u+)du+ru+
water,ජලය,j(u+)lu+yu+
river,ගංගාව,g(u+)ngaavu+
elbow,වැලමිට,va+l(u+)mitu+
chip,කැබල්ල,ka+b(u+)l+u+
exercise,ව්,v(i)yaayaamu+
eye,ඇස,a+s(u+)
eyelash,ඇස්පිහාට්ට,a+sp(i)kaat+u+
vein,ශිරාව,x(i)raavu+
finger,ඇඟිල්ල,a+g(i)l+u+
face,මුහුණ,m(u+)ku+nu+
weather season,කාලගුණ සමය,kaal(u+)gu+nu+ su+miYu+
feet,පාද,paad(u+)
fire,ගින්දර,g(i)ndu+ru+
fish,මාළු,maal(u+)
flame,ගිනි දැල්ල,g(i)ni a+l+u+
flower,මල,m(u+)lu+
fly,මැස්සා,ma+s+aa
foot,පාදය,paad(u+)yu
forest,කැලය,ka+l(u+)yu+
fruit,පලතුරු,p(u+)lu+tu+ru+
gas,වායුව,vva(i)u+vu+
gills,කරමල,k(u+)ru+mu+lu+
grass,තණකොළ,c(u+)nu+kolu+
gust,වේගයෙන් නගින දුම,ve+g(u+)ya+n nu+ginu+ du+mu+
hail,හිම කැට වැස්ස,h(i)mu+ ka+tu+ va+s+u+
hair,කෙස්,ka+s
hand,අත,u+c(u+)
hare,හාවා,haavaa
head,ඔළුව,ol+(u+)vu+
tail,වල්ගය,v(u+)lgu+yu
heart,හදවත,h(u+)du+vu+cu+
hedgehog/groundhog,ඉත්තෑවා,ice+vaa
hill,කන්ද,k(u+)ndu+
horizon,ක්ෂිතිජය,kcic(i)du+yu+
ice,හිමකැට,h(i)mu+ ka+tu+
lake,විල,v(i)lu+
land,ඉඩම,id(u+)mu+
leaf,කොළය,k(o)lu+yu+
leg,කකුල,k(u+)ku+lu+
lip,තොල,c(o+)lu+
lizard,කටුස්සා,k(u+)tu+s+aa
Mars,අඟහරු ග්,(u+)bu+ku+ru+ griku+yaa
Earth,පෘථිවිය,pru+ceev(i)yaa
Venus,සිකුරු ග්,s(i)ku+ru+ gru+ku+yaa
Saturn,ශනි ග්,x(u+)ni gru+ku+yaa
milky way galaxy,මන්දාකිනිය,mu+ndaak(i)niyu+
moon,චන්ද්,tx(u+)ndru+yaa
sun,ඉර,ir(u+)
star,තරුව,c(u+)ru+vu+
planet,ග්,gr(u+)ku+yaa
metal,ලෝහය,luk(u+)yu+
ocean,සාගරය,saag(u+)ru+yu+
mountain,කන්ද,k(u+)ndu+
mouth,කට,k(u+)tu+
neck,ගෙල,ga+l(u+)
nose,නාසය,naas(u+)yu+
nut,ඇට වර්ග,a+t(u+) vu+rgu+
outer space,පරසක්වළ,p(u+)ru+su+kvu+lu+
pond,පොකුණ,pok(u+)nu+
rain,වර්ෂාව,v(u+)rxaavu+
road,පාර,paar(u+)
rock,ගල,g(u+)lu+
rodent/mouse/rat,මීයා,mee(i)yaa
sand,වැලි,va+li
bark,බිරීම,birim(u+)
hug,වැළඳ ගැනීම,va+la+d(u+) ga+neemu+
kiss,හාද්ද,haad+(u+)
bag,බෑගය,ba+g(u+)yu+
ball,ගෝලය,gul(u+)yu+
boat,බෝට්ටුව,but+(u+)vu+
book,පොත,poc(u+)
bottle,බෝතලය,buc(u+)lu+yu+
bowl,භාජනය,baaj(u+)mu+yu+
box,පෙට්ටිය,pa+t+iy(u+)
bread,පාන්,paan
bucket,බාල්දිය,baaldh(i)yu+
camera,කැමරාව,ka+m(u+)raavu+
calendar,දින දර්ශනය,d(i)nu+ du+rxu+nu+yu+
clock,ඔරලෝසුව,or(u+)lusu+vu+
case,නඩුව,n(u+)tu+vu+
cheese,කේජු,ke+j(u+)
chicken,කුකුළු මස්,k(u+)ku+lu+ mu+s
beef,ගවමස්,g(u+)vu+ mu+s
cup,කෝප්පය,kup(u+)yu+
dish/plate,තැටිය,ca+t(i)yu+
dictionary,ශබ්දකෝෂය,tc(u+)bdu+kuxu+yu+
door,දොර,d(o)ru+
drum,බෙරය,ba+r(u+)yu+
guitar,ගිටාරය,g(i)taaru+yu+
electronics,ඉලෙක්ට්,il(u+)kruniku+
faucet,කරාමය,k(u+)raamu+yu+
flute,බටනලාව,b(u+)tu+nu+laavu+
food,ආහාර,aakaar(u+)
glass,වීදුරු,veed(u+)ru+
house,ගෙදර,ga+d(u+)ru+
meat,මස්,m(u+)s
milk,කිරි,kiri
plane,තලය,c(u+)lu+yu
circle,වෘත්තය,vr(u+)cu+yu+
triangle,ත්,cr(i)kunu+yu+
square,සමචතුරශ්,s(u+)mu+txu+cu+ru+gru+yu+
rectangle,ඍජුකෝණාශ්,rij(u+)kunu+gru+yu+
line,රේඛාව,re+kaavu+
axis,අක්ෂය,u+kx(u+)yu+
curve,වක්,v(u+)kru+yu+
direction,දිශාව,d(i)caavu+
speed,වේගය,ve+g(u+)yu
source,ප්,pr(u+)bu+vu+yu
target,ඉලක්කය,il(u+)k+u+yu+
cycle,වක්,v(u+)k+ru+yu+
wave,තරංගය,c(u+)ru+ngu+yu+
spiral,සර්පිලය,s(u+)rpilu+yu+
distance,දුර,d(u+)ru+
edge,දාරය,daar(u+)yu+
side,පැත්ත,pa+c(u+)
surface,පෘෂ්ඨය,pr(u+)tct+u+yu+
height,උස,u+s(u+)
width,පළල,p(u+)lu+lu+
neighborhood,අසල්වැසියෝ,u+su+l+va+s(i)u
parallel,සමාන්තර,s(u+)maantu+ru+
perpendicular,ලම්බකය,l(u+)mbu+ku+yu+
position,තනතුර,c(u+)nu+tu+ru+
range,පරාසය,p(u+)raasu+yu+
ratio/proportion,අනුපාතය,u+n(u+)paanu+yu+
ring,කවය,k(u+)vu+yu+
shape,හැඩය,ha+d(u+)yu+
ability,පුළුවන්කම,pu+l(u+)vu+nku+mu+
adjustment,සකස් කිරීම,s(u+)ku+s kireemu+
now,දැන්,da+n
alternative,විකල්පය,v(i)ku+lpu+yu+
amount,ප්,pr(u+)maanu+yu+
answer,උත්තරය,uc(u+)ru+yu+
approximate,දළ,d(u+)lu+
previous,පෙර,pa+r(u+)
next,ඊළඟ,eel(u+)ngu+
aspect,දෘෂ්ටිය,dr(u+)xtiyaa
assumption,උපකල්පනය,u+p(u+)ku+lpu+nu+yaa
attention,අවධානය,u+v(u+)daanu+yu+
awareness,දැන සිටීම,da+n(u+)siteemu+
base,අත්තිවාරම,u+c(i)vaaru+mu+
behavior,හැසිරීම,ha+sireemu+
belief,විශ්වාසය,v(i)xvaasu+yu+
benefit,ප්,pra+t(i)a+lu+yu+
bit,කෑල්ල,ke+l+(u+)
block,අච්චුව,u+tx(u+)vu+
break,විවේකය,vive+k(u+)yu+
bring,කැටුව,ka+t(u+)vu+
burner,උඳුන,u+dr(u+)nu+
burnt,පිළිස්සුණු,p(i)lis+u+nu+
capacity,ධාරිතාව,daar(i)taavu+
category,ප්,pr(u+)budu+yu+
cement,සිමෙන්ති,s(i)ma+nci
censored,වාරණය,vaar(u+)nu+yu+
change,වෙනස් වීම,va+n(u+)sveemu+
character,චරිතය,txu+ritu+yu+
choice,තේරීම,ce+reem(u+)
cold,ශ්,xreec(u+)
concept,සංකල්පය,s(u+)nku+lpu+yu+
condition,තත්ත්වය,tc(u+)cvu+yu+
congratulations,සතුට පළ කිරීම,s(u+)cu+tu+ pu+lu+ kireemu+
connection,සම්බන්ධය,su+mbu+ndu+y(u+)
container,බඳුන,b(u+)du+nu+
cover,ආවරණය,aav(u+)ru+nu+yu+
cozy,ප්,pr(i)yu+junu+ku+
crack,ඉරි තැලීම,ir+(i) ca+leemu+
crown,ඔටුන්න,ot(u+)n+u+
decision,තීන්දුව,ceend(u+)vu+
decoration,අලංකාරය,u+l(u+)nkaaru+yu+
density,ඝනත්වය,g(u+)nu+cvu+yu+
depth,ගැඹුර,ga+b(u+)ru+
doubt,සැකය,sa+k(u+)yu+
certainty,නිච්චිය,n(i)txiyu+
drain,දිය නළය,d(i)yu+ nu+lu+yu+
dream,සිහිනය,sikin(u+)yu+
drink,පානය,paan(u+)yu+
drip,කාන්දු වීම,kaand(u+)veemu+
drive,පරිශ්,p(u+)rixru+mu+yu+
drop,බිඳ,b(i)ndu+
effect,ප්,pra+c(i)a+lu+yu+
energy,ජවය,j(u+)vu+yu+
environment,පරිසරය,p(u+)rsu+ru+yu+
estimate,තක්සේරුව,c(u+)k+se+ru+vu+
feature,මූණුවර,munu+vu+ru+
floor,තට්ටුව,cu+t+(u+)vu+
force,බලය,b(u+)lu+yu+
friend,මිතුරා,m(i)cu+raa
front,මුහුණත,mu+ku+n(u+)cu+
fun,සරදම,s(u+)ru+du+mu+
future,අනාගතය,u+naag(u+)cu+yu+
game,ක්,kreedaav(u+)
gap,පරතරය,p(u+)ru+cu+ru+yu+
gesture,ඉඟිය,ig(i)yu+
goal,අරමුණ,u+r(u+)mu+nu+
grammar,වියරණ,viy(u+)ru+nu+
ground,පිටිය,pit(i)yu+
group,සමුදාය,s(u+)mu+daayu+
guide,නියාමක,niyaam(u+)ku+
habit,පුරුද්ද,pu+r(u+)d+u+
heat,උණුසුම,u+nn+(u+)su+mu+
hint,ඉඟිය,ig(i)yu+
home,ගෙදර,ga+d(u+)ru+
hope,බලාපොරොත්තුව,b(u+)laaporocu+vu+
hour,පැය,pa+yu+
human,මිනිසා,m(i)nisaa
ideal,කල්පිත,k(u+)lpicu+
imagination,පරිකල්පනය,p(u+)riku+lpu+nu+yu+
information,තොරතුර,c(o)ru+cu+ru+
intensity,තීව්,ceevr(u+)caavu+
intention,අරමුණ,u+r(u+)mu+nu+
interest,ඇල්ම,a+lm(u+)
joke,විහිළුව,v(i)kilu+vu+
juice,යුෂ,u+x(u+)
knowledge,දැනුම,da+n(u+)mu+
language,භාෂාව,baaxaav(u+)
letter,අක්ෂරය,u+kx(u+)ru+yu+
life,ජීවය,jeev(u+)yu+
light,ආලෝකය,aaluk(u+)yu+
limit,සීමාව,seemaav(u+)
list,ලැයිස්තුව,la+(i)scu+vu+
love,ඇල්ම,a+lm(u+)
marriage,විවාහය,vivaak(u+)yu+
mass,ස්කන්ධය,isk(u+)ndu+yu+
material,ද්,dr(u+)vyu+
memory,සිහිවටන,sik(i)vu+tu+nu+
memory,මතකය,m(u+)cu+ku+yu+
mind,මනස,m(u+)nu+su+
minute,මිනිත්තුව,m(i)nicu+vu+
model,ආකෘතිය,aak+r(u+)txiyu+
money,මුදල්,m(u+)du+l
monk,භික්ෂුව,b(i)k+xu+vu+
month,මාසය,maas(u+)yu+
moon,චන්ද්,txu+ndr(u+)yaa
motivation,පෙළඹවීම,pa+lu+b(u+)veemu+
mud,මඩ,m(u+)du+
narrow,පටු,p(u+)tu+
nature,ගුණය,g(u+)nu+yu+
necessity,අවශ්,u+v(u+)xyu+caavu+
need,උවමනාව,u+v(u+)mu+naavu+
nest,කූඩුව,kud(u+)vu+
neurotransmitter,ස්නායු සම්ප්,isnaay(u+) su+mpre+xu+ku+yu+
night,රාත්,raacr(i)yu+
northern,උතුරු,u+cu+r(u+)
southern,දකුණු,d(u+)ku+nu+
eastern,ප්,praatx(i)nu+
western,පශ්චිම,p(u+)xtximu+
number,අංකය,u+nk(u+)yu+
overcome,මැඩපවත්වනවා,ma+d(u+)pu+vu+cvu+nu+vaa
part/piece,කොටස,kot(u+)su+
particle,අණුව,a+n(u+)vaa
past,අතීතය,u+ceec(u+)yu+
path,මාර්ගය,maargu+y(u+)
pause,නැවතීම,na+v(u+)teemu+
pebble,බොරලු,b(o+)ru+lu+
pile/stack,අට්ටිය,u+t+(i)yu+
place,ස්ථානය,iscaan(u+)yu+
potential,විභවය,vib(u+)vu+yu+
power,බලය,b(u+)lu+yu+
practice,පුහුණුවීම,p(u+)ku+nu+veemu+
present,වර්තමානය,v(u+)rcu+maanu+yu+
probability,සම්භාවිතාව,s(u+)mbaavicaavu+
process,ක්,kr(i)yaavu+liyu+
program,වැඩ සටහන,va+d(u+)su+tuku+nu+
pronunciation,උච්චාරණය,utxaar(u+)nu+yu+
question,ප්,pr(u+)xnu+yu+
quiet,නිශ්ශබ්දතාව,nixu+bd(u+)taavu+
reason,හේතුව,he+c(u+)vu+
logic,තර්කය,c(u+)rku+yu+
reduce,අඩු කිරීම,u+d(u+) kireemu+
reflection,ප්,pra+c(i)bimbu+yu+
room,කාමරය,kaamu+r(u+)yu+
second,තත්පරය,c(u+)cpu+ruyu+
shade,අඳුර,u+d(u+)ru+
step,පියවර,p(i)yu+vu+ru+
still,නිශ්චලතාව,nixtx(u+)lu+taavu+
story,කතාව,k(u+)caavu+
sword,කඩුව,ku+d(u+)vu+
system,පද්ධතිය,p(u+)du+ciyu+
talk,කථාව,ku+caav(u+)
thing,කාරණය,kaar(u+)nu+yu+
traffic,රථ ගමනාගමනය,r(u+)tu+ gu+mu+naagu+mu+nu+yu+
noise,ශබ්දය,x(u+)bdu+yu+
cricket,ක්,kr(i)ku+t+ kreedaavu+
value,වටිනාකම,v(u+)tinaaku+mu+
voice,කටහඬ,k(u+)tu+hu+nd+u+
wall,තාප්පය,caap(u+)yu+
will,අධිෂ්ඨානය,u+d(i)xcaanu+yu+
win,ජයග්,j(u+)yu+gru+ju+nu+yu+
faith,භක්තිය,b(u+)kciyu+
courage,ධෛර්යය,d(u+)ir+yu+yu+
humility,නිහතමානබව,nik(u+)cu+maanu+bu+vu+
compassion,දයාව,d(u+)yaavu+
wonder,අරුමය,u+r(u+)mu+yu+
wood,දැව,da+v(u+)
wool,ලොම් රෙදි,lom da+r(i)
word,වචනය,v(u+)txu+nu+yu+
worth,වටිනාකම,v(u+)tinaaku+mu+
year,අවුරුද්ද,u+v(u+)ru+d+u+
rhythm,රිද්මය,r(i)dmu+yu+
beat,ස්පන්දනය,isp(u+)ndu+nu+yu+
adventure,අවදානම,u+v(u+)daanu+mu+
context,ප්,pr(u+)su+ngu+yu+
cave,ගුහාව,g(u+)kaavu+
universe,විශ්වය,vixv(u+)yu+
mushroom,බිම්මල්,bim+(u+)l+
god,දෙවියා,da+v(i)yaa
creation,නිර්මාණය,n(i)rmaanu+yu+
matter,කාරණය,kaar(u+)nu+yu+
chaos,අවුල,u+v(u+)lu+
Monday,සඳුදා,s(u+)du+daa
Tuesday,අඟහරුවාදා,u+ng(u+)ku+ru+vaadaa
Wednesday,බදාදා,b(u+)daadaa
Thursday,බ්,br(u+)ku+spu+cindaa
Friday,සිකුරාදා,sik(u+)raadaa
Saturday,සෙනසුරාදා,sa+nu+s(u+)raadaa
Sunday,ඉරිදා,ir+(i)daa
January,ජනවාරි,j(u+)nu+vaari
February,පෙබරවාරි,pa+br(u+)vaari
March,මාර්තු,maartx(u+)
April,අප්,u+pre+l+
May,මැයි,ma+y(i)
June,ජූනි,jun(i)
July,ජූලි,jul+(i)
August,අගෝස්තු,u+gust(u+)
September,සැප්තැම්බර්,sa+pca+mb(u+)r+
October,ඔක්තෝබර්,okcub(u+)r+
November,නොවැම්බර්,n(u+)va+mbu+r+
December,දෙසැම්බර්,da+sa+mb(u+)r+
peace,සමගිය,s(u+)mu+g(i)yu+
forgiveness,සමාව,s(u+)maavu+
thank you,ස්තුති,iscuc(i)
you're welcome,ආදරයෙන් පිළිගන්නවා,aad(u+)ru+ya+n piligu+n+u+vaa
please,කරුණාකර,k(u+)ru+naaku+ru+
sorry,සමාවෙන්න,s(u+)maava+n+u+
one,එක,a+k+(u+)
two,දෙක,da+k+(u+)
three,තුන,c(u+)n+u+
four,හතර,h(u+)cu+ru+
five,පහ,p(u+)hu+
six,හය,h(u+)iyu+
seven,හත,h(u+)cu+
eight,අට,(u+)t+u+
nine,නවය,n(u+)vu+yu+
ten,දහය,d(u+)hu+yu+
eleven,එකොළහ,a+kol(u+)ku+
twelve,දොළහ,dol(u+)ku+
